row_id,Product,Subsystem,SystemElement,Function,FailureMode,FailureCause,FailureEffect,PreventiveMeasure,DetectiveMeasure,SeverityRating,OccurrenceRating,DetectionRating
800,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides structural support,Vibration is too high,Front/End cover design,Fatigue related damage on interface components,,,,,
801,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides structural support,Vibration is too high,Crankcase design,Loosening of bolted joints,,,,,
802,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides structural support,Vibration is too high,"Transient engine operation (start up, cool down)",Loosening of bolted joints,,,,,
803,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides structural support,Vibration is too high,Assembly process / Design for assembly,Loosening of bolted joints,,,,,
804,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides structural support,Vibration is too high,Bolted joint design,Loosening of bolted joints,,,,,
805,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides structural support,Vibration is too high,Front/End cover design,Loosening of bolted joints,,,,,
806,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides structural support,Vibration is too high,Crankcase design,Noise quality issues,,,,,
807,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides structural support,Vibration is too high,"Transient engine operation (start up, cool down)",Noise quality issues,,,,,
808,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides structural support,Vibration is too high,Assembly process / Design for assembly,Noise quality issues,,,,,
809,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides structural support,Vibration is too high,Bolted joint design,Noise quality issues,,,,,
810,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides structural support,Vibration is too high,Front/End cover design,Noise quality issues,,,,,
811,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Lack of structure for support,Assembly process / Design for assembly,Sensor / wiring failures,,,,,
812,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Lack of structure for support,Front/End cover design,Sensor / wiring failures,,,,,
813,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Lack of structure for support,Geometry tolerances / wrong tolerance specification,Sensor / wiring failures,,,,,
814,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Lack of structure for support,Assembly process / Design for assembly,Rework of mounting structure,,,,,
815,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Lack of structure for support,Front/End cover design,Rework of mounting structure,,,,,
816,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Lack of structure for support,Geometry tolerances / wrong tolerance specification,Rework of mounting structure,,,,,
817,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Poor serviceability,Crankcase design,Increased service effort,,,,,
818,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Poor serviceability,Assembly process / Design for assembly,Increased service effort,,,,,
819,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Poor serviceability,Front/End cover design,Increased service effort,,,,,
820,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Poor serviceability,Geometry tolerances / wrong tolerance specification,Increased service effort,,,,,
821,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Poor serviceability,Sensor specifications,Increased service effort,,,,,
822,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Poor serviceability,Crankcase design,"Damage during service (e.g. interface components, sensors)",,,,,
823,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Poor serviceability,Assembly process / Design for assembly,"Damage during service (e.g. interface components, sensors)",,,,,
824,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Poor serviceability,Front/End cover design,"Damage during service (e.g. interface components, sensors)",,,,,
825,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Poor serviceability,Geometry tolerances / wrong tolerance specification,"Damage during service (e.g. interface components, sensors)",,,,,
826,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Poor serviceability,Sensor specifications,"Damage during service (e.g. interface components, sensors)",,,,,
827,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Cable breakage to initial support,CCV (blow-by) system design,Sensor failure,,,,,
828,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Cable breakage to initial support,Design for maintenance,Sensor failure,,,,,
829,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Cable breakage to initial support,Design for vibration,Sensor failure,,,,,
830,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Cable breakage to initial support,Crankcase structural design,Faulty sensor function can lead to engine trip,,,,,
831,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Vibration is too high,Crankcase design,Loosening of bolted joints (e.g. sensors),,,,,
832,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Vibration is too high,"Transient engine operation (start up, cool down)",Loosening of bolted joints (e.g. sensors),,,,,
833,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Vibration is too high,Assembly process / Design for assembly,Loosening of bolted joints (e.g. sensors),,,,,
834,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Vibration is too high,Front/End cover design,Loosening of bolted joints (e.g. sensors),,,,,
835,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Provides installation space for cable routing,Vibration is too high,Geometry tolerances / wrong tolerance specification,Loosening of bolted joints (e.g. sensors),,,,,
836,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Oil contamination,Assembly process / Design for assembly,Particles in oil,,,,,
837,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Oil contamination,Cleanliness,Particles in oil,,,,,
838,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Oil contamination,Corrosion due to humidity in the engine room,Particles in oil,,,,,
839,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Oil contamination,Front/End cover design,Particles in oil,,,,,
840,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Oil contamination,Assembly process / Design for assembly,Air in oil,,,,,
841,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Oil contamination,Cleanliness,Air in oil,,,,,
842,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Oil contamination,Corrosion due to humidity in the engine room,Air in oil,,,,,
843,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Oil contamination,Front/End cover design,Air in oil,,,,,
844,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Pressure drop is too high,Crankcase design,Reduced oil flow to interface systems (e.g. piston cooling jets),,,,,
845,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Pressure drop is too high,Assembly process / Design for assembly,Reduced oil flow to interface systems (e.g. piston cooling jets),,,,,
846,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Pressure drop is too high,Cleanliness,Reduced oil flow to interface systems (e.g. piston cooling jets),,,,,
847,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Pressure drop is too high,Front/End cover design,Reduced oil flow to interface systems (e.g. piston cooling jets),,,,,
848,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Pressure drop is too high,Geometry tolerances / wrong tolerance specification,Reduced oil flow to interface systems (e.g. piston cooling jets),,,,,
849,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Pressure drop is too high,Lubrication system,Reduced oil flow to interface systems (e.g. piston cooling jets),,,,,
850,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Directs/leads oil to crankcase,Pressure drop is too high,Pipe design,Reduced oil flow to interface systems (e.g. piston cooling jets),,,,,
851,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Receives oil from turbocharger oil circuit,Oil leakage,Assembly process / Design for assembly,Oil leak into environment,,,,,
852,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Receives oil from turbocharger oil circuit,Oil leakage,O-Ring aging,Oil leak into environment,,,,,
853,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Receives oil from turbocharger oil circuit,Oil leakage,Bolted joint design,Oil leak into environment,,,,,
854,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Receives oil from turbocharger oil circuit,Oil leakage,O-Ring design,Oil leak into environment,,,,,
855,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Receives oil from turbocharger oil circuit,Oil leakage,Corrosion due to humidity in the engine room,Oil leak into environment,,,,,
856,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Receives oil from turbocharger oil circuit,Oil leakage,Front/End cover design,Oil leak into environment,,,,,
857,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Receives oil from turbocharger oil circuit,Oil leakage,Geometry tolerances / wrong tolerance specification,Oil leak into environment,,,,,
858,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Receives oil from turbocharger oil circuit,Oil leakage,Lubrication system,Oil leak into environment,,,,,
859,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Receives oil from turbocharger oil circuit,Oil leakage,Oil pan,Oil leak into environment,,,,,
860,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Receives oil from turbocharger oil circuit,Oil leakage,Pipe design,Oil leak into environment,,,,,
861,Gas Engine Type 4,Engine Block,Front end housing (damper housing),Receives oil from turbocharger oil circuit,Oil leakage,TCA,Oil leak into environment,,,,,
